1832*{'date': 'February 9', 'text': 'The Florida Legislative Council grants a city charter for Jacksonville, Florida.', 'self': False, 'pos': 'DET'}
1836*{'date': 'July 13', 'text': 'The first numbered U.S. patent #1 (after filing 9,957 unnumbered patents) is granted, for locomotive wheels.', 'self': False, 'pos': 'DET'}
1836*{'date': 'July 20', 'text': 'Charles Darwin climbs Green Hill on Ascension Island.', 'self': False, 'pos': 'NP'}
1836*{'date': 'July 21', 'text': 'The first Canadian railroad opens, between Laprairie and St. John, Quebec.', 'self': False, 'pos': 'DET'}
1836*{'date': 'July 27', 'text': 'Adelaide, South Australia is founded.', 'self': False, 'pos': 'NP'}
1836*{'date': 'July 30', 'text': 'The first English newspaper is published in Hawaii.', 'self': False, 'pos': 'DET'}
1836*{'date': 'August 17', 'text': 'The HMS Beagle with Charles Darwin leaves South America, headed back to England.', 'self': False, 'pos': 'DET'}
1836*{'date': 'August 30', 'text': 'The city of Houston, Texas is founded.', 'self': False, 'pos': 'DET'}
1836*{'date': 'September 5', 'text': 'Sam Houston is elected as the first president of the Republic of Texas.', 'self': False, 'pos': 'NP'}
1836*{'date': 'October 2', 'text': 'Charles Darwin returns to Britain aboard the HMS Beagle with biological data he will later use to develop his theory of evolution.', 'self': False, 'pos': 'NP'}
1836*{'date': 'October 22', 'text': 'Sam Houston is inaugurated as first elected President of the Republic of Texas.', 'self': False, 'pos': 'NP'}
1836*{'date': 'October 24', 'text': 'A. Phillips patents the match.', 'self': False, 'pos': 'NP'}
1836*{'date': 'December 4', 'text': 'Whig Party holds its first national convention, in Harrisburg, PA.', 'self': False, 'pos': 'NP'}
1836*{'date': 'December 15', 'text': 'The U.S. Patent Office (USPTO) burns in Washington, DC.', 'self': False, 'pos': 'DET'}
1836*{'date': 'December 26', 'text': 'The colony of South Australia is officially proclaimed (now celebrated in the state of South Australia as Proclamation Day).', 'self': False, 'pos': 'DET'}
1836*{'date': 'December 27', 'text': 'An avalanche at Lewes in Sussex, England kills 8 of 15 people buried when a row of cottages is engulfed in snow.', 'self': False, 'pos': 'DET'}
1836*{'date': 'December 28', 'text': 'Spain recognizes the independence of Mexico.', 'self': False, 'pos': 'NP'}
1836*{'text': 'The first printed literature in Assyrian Neo-Aramaic is produced by Justin Perkins, an American Presbyterian missionary.', 'self': False, 'pos': 'DET'}
1836*{'text': 'The New Board brokerage group is founded in New York City.', 'self': False, 'pos': 'DET'}
1836*{'text': 'Parliament passes a law making census data available to the public (a boon for genealogists and historians).', 'self': False, 'pos': 'NP'}
1836*{'text': "James Peter Allaire's company, the Howell Works, is at its peak.", 'self': False, 'pos': 'NP'}
1836*{'text': 'George Catlin ends his 6-year tour of 50 tribes in the Dakota Territory.', 'self': False, 'pos': 'NP'}
1836*{'text': 'Chatsworth Head found near Tamassos on Cyprus.', 'self': False, 'pos': 'NP'}
1837*{'date': 'January 1', 'text': 'Galilee earthquake of 1837.', 'self': True, 'pos': 'NP'}
1837*{'date': 'January 26', 'text': 'Michigan is the 26th state admitted to the United States of America.', 'self': False, 'pos': 'NP'}
1837*{'date': 'February', 'text': "Charles Dickens's Oliver Twist begins publication in serial form.", 'self': False, 'pos': 'NP'}
1837*{'text': 'Martin Van Buren succeeds Andrew Jackson as President of the United States.', 'self': False, 'pos': 'NP'}
1837*{'text': 'The city of Chicago is incorporated.', 'self': False, 'pos': 'DET'}
1837*{'date': 'May', 'text': 'Samuel Morse patents the telegraph.', 'self': False, 'pos': 'NP'}
1837*{'date': 'May 10', 'text': 'The Panic of 1837 begins in New York City.', 'self': True, 'pos': 'DET'}
1837*{'date': 'June 5', 'text': 'The city of Houston, Texas is incorporated by the Republic of Texas.', 'self': False, 'pos': 'DET'}
1837*{'date': 'June 11', 'text': 'The Broad Street Riot occurs in Boston, Massachusetts, fueled by ethnic tensions between the Irish and the Yankees.', 'self': False, 'pos': 'DET'}
1837*{'date': 'June 20', 'text': 'Queen Victoria accedes to the throne of the United Kingdom.', 'self': False, 'pos': 'NP'}
1837*{'date': 'July', 'text': 'Charles W. King sets sail on the American merchant ship Morrison.', 'self': False, 'pos': 'NP'}
1837*{'date': 'July 29', 'text': "The Spanish government auctions the Catholic Church's property.", 'self': False, 'pos': 'DET'}
1837*{'date': 'August 16', 'text': 'The Dutch sack the fortress of Bonjol, ending the Padri War.', 'self': False, 'pos': 'DET'}
1837*{'date': 'November 7', 'text': 'American abolitionist and newspaper editor Elijah Lovejoy is killed by a pro-slavery mob, at his warehouse in Alton, Illinois.', 'self': False, 'pos': 'NP'}
1837*{'date': 'November 8', 'text': 'Mount Holyoke Female Seminary, later Mount Holyoke College, is founded in South Hadley, Massachusetts.', 'self': False, 'pos': 'NP'}
1837*{'date': 'December 17', 'text': 'Fire in the Winter Palace, Saint Petersburg.', 'self': False, 'pos': 'NP'}
1837*{'text': "Queen Victoria announces she is officially moving from St. James's Palace to Buckingham Palace.", 'self': False, 'pos': 'NP'}
1837*{'text': 'Louis Daguerre develops the daguerreotype.', 'self': False, 'pos': 'NP'}
1837*{'text': 'The Berlin Foundry Cup acquired for the Antikensammlung at Berlin, Germany.', 'self': False, 'pos': 'DET'}
1834*{'date': 'January 3', 'text': 'The government of Mexico imprisons Stephen F. Austin in Mexico City.', 'self': False, 'pos': 'DET'}
1834*{'text': 'Establishment of thr Provincial Legislative Assembly.', 'self': False, 'pos': 'NP'}
1834*{'text': 'Replacement of the Regency Trina.', 'self': False, 'pos': 'NP'}
1834*{'date': 'February', 'text': 'Robert Owen organizes the Grand National Consolidated Trades Union in the United Kingdom.', 'self': False, 'pos': 'NP'}
1834*{'date': 'March 6', 'text': 'York, Upper Canada, is incorporated as Toronto.', 'self': False, 'pos': 'NP'}
1834*{'date': 'March 11', 'text': 'U.S. Survey of the Coast transferred to the Department of the Navy.', 'self': False, 'pos': 'NP'}
1834*{'date': 'March 14', 'text': 'John Herschel discovers the open cluster of stars now known as NGC 3603, observing from the Cape of Good Hope.', 'self': False, 'pos': 'NP'}
1834*{'date': 'March 27', 'text': 'Andrew Jackson is censured by the Congress of the United States (expunged in 1837).', 'self': False, 'pos': 'NP'}
1834*{'date': 'April 14', 'text': 'The Whig Party is officially named by United States Senator Henry Clay.', 'self': False, 'pos': 'DET'}
1834*{'date': 'June 10', 'text': "Thomas Carlyle moves to Cheyne Row (Carlyle's House) in London.", 'self': False, 'pos': 'NP'}
1834*{'date': 'July 15', 'text': 'The Spanish Inquisition, which began in the 15th century, is suppressed by royal decree.', 'self': False, 'pos': 'DET'}
1834*{'date': 'July 16', 'text': 'William Lamb, 2nd Viscount Melbourne succeeds Earl Grey as Prime Minister of the United Kingdom.', 'self': False, 'pos': 'NP'}
1834*{'date': 'July 24', 'text': 'The Liberal Wars end in Portugal.', 'self': False, 'pos': 'DET'}
1834*{'date': 'July 29', 'text': 'Office of Indian Affairs organized in the United States.', 'self': False, 'pos': 'NP'}
1834*{'date': 'August 1', 'text': 'Slavery is abolished in the British Empire by the Slavery Abolition Act 1833).', 'self': False, 'pos': 'NP'}
1834*{'date': 'August 14', 'text': 'The Poor Law Amendment Act in the UK states that no able-bodied British man can receive assistance unless he enters a workhouse (a kind of poorhouse).', 'self': False, 'pos': 'DET'}
1834*{'date': 'August 15', 'text': 'The South Australia Act allows for the creation of a colony there.', 'self': False, 'pos': 'DET'}
1834*{'date': 'October 16', 'text': 'The Palace of Westminster is destroyed by fire.', 'self': False, 'pos': 'DET'}
1834*{'date': 'November 4', 'text': 'Delta Upsilon fraternity is founded at Williams College.', 'self': False, 'pos': 'NP'}
1834*{'date': 'December 10', 'text': 'Sir Robert Peel succeeds Lord Melbourne as Prime Minister of the United Kingdom.', 'self': False, 'pos': 'NP'}
1834*{'date': 'December 11', 'text': 'The Sixth Xhosa War is characterized by severe clashes between white settlers and Bantu peoples in Cape Colony; Dutch-speaking settlers colonize the area north of Orange River.', 'self': False, 'pos': 'DET'}
1834*{'text': 'A pro-republic uprising fails in Piedmont; one of the activists is Giuseppe Garibaldi.', 'self': False, 'pos': 'DET'}
1834*{'text': 'The British East India Company monopoly on China trade ends.', 'self': False, 'pos': 'DET'}
1834*{'text': 'Charles Babbage begins the conceptual design of an "analytical engine", a mechanical forerunner of the modern computer.', 'self': False, 'pos': 'NP'}
1834*{'text': 'Thomas Davenport, the inventor of the first American DC electrical motor, installs his motor in a small model car, creating one of the first electric cars.', 'self': False, 'pos': 'NP'}
1834*{'text': 'The Wilmington and Raleigh Railroad is chartered in Wilmington, North Carolina.', 'self': False, 'pos': 'DET'}
1835*{'date': 'January 8', 'text': 'The United States public debt contracts to $0 for the only time in history.', 'self': False, 'pos': 'DET'}
1835*{'date': 'January 30', 'text': 'An assassination is attempted against President Andrew Jackson in the United States Capitol (the first assassination attempt against a President of the United States).', 'self': False, 'pos': 'DET'}
1835*{'date': 'February 1', 'text': 'Slavery is abolished in Mauritius.', 'self': False, 'pos': 'NP'}
1835*{'date': 'February 20', 'text': 'Concepción, Chile, is destroyed by an earthquake.', 'self': False, 'pos': 'NP'}
1835*{'date': 'March 2', 'text': 'Ferdinand becomes Emperor of Austria.', 'self': False, 'pos': 'NP'}
1835*{'date': 'March 23', 'text': 'The Mexican Academy of Language is established.', 'self': False, 'pos': 'DET'}
1835*{'date': 'April 18', 'text': 'Lord Melbourne succeeds Sir Robert Peel as Prime Minister of the United Kingdom.', 'self': False, 'pos': 'NP'}
1835*{'text': 'Braulio Carrillo is sworn in as Head of State of Costa Rica.', 'self': False, 'pos': 'NP'}
1835*{'date': 'May 23', 'text': 'The Mexican State of Aguascalientes is formed by decree of President Santa Anna.', 'self': False, 'pos': 'DET'}
1835*{'date': 'June 1', 'text': 'Kingston Penitentiary in Kingston, Ontario opens.', 'self': False, 'pos': 'NP'}
1835*{'date': 'June 8', 'text': 'The Australian city of Melbourne is founded by John Batman and John Pascoe Fawkner.', 'self': False, 'pos': 'DET'}
1835*{'date': 'August 28', 'text': 'Castleknock College is founded by the Vincentian order in Dublin, Ireland.', 'self': False, 'pos': 'NP'}
1835*{'date': 'September 7', 'text': 'Charles Darwin arrives at the Galapagos Islands aboard the HMS\xa0Beagle.', 'self': False, 'pos': 'NP'}
1835*{'date': 'September 19', 'text': "William Lloyd Garrison publishes Angelina Grimké's anti-slavery letter in The Liberator.", 'self': False, 'pos': 'NP'}
1835*{'date': 'September 20', 'text': "Farroupilha's Revolution begins in Rio Grande do Sul, Brazil.", 'self': False, 'pos': 'NP'}
1835*{'date': 'October 3', 'text': 'Staedtler Company founded by J.S.', 'self': False, 'pos': 'NP'}
1835*{'date': 'October 28', 'text': 'United Tribes of New Zealand founded at Waitangi with the Declaration of Independence of New Zealand.', 'self': False, 'pos': 'NP'}
1835*{'date': 'November 16', 'text': 'Comet Halley reaches perihelion, its closest approach to the sun.', 'self': False, 'pos': 'NP'}
1835*{'date': 'November 19', 'text': 'A force of 500 Māori people invade and enslave the peoples of the Chatham Islands.', 'self': False, 'pos': 'DET'}
1835*{'text': 'The Bavarian Ludwig Railway opens between Nuremberg and Fürth, with a train hauled by Der Adler ("The Eagle"), the first railway in Germany.', 'self': False, 'pos': 'DET'}
1835*{'date': 'December 9', 'text': 'The Army of the Republic of Texas captures San Antonio.', 'self': False, 'pos': 'DET'}
1835*{'date': 'December 16–December 17', 'text': 'The Great Fire of New York destroys 530 buildings, including the New York Stock Exchange.', 'self': False, 'pos': 'DET'}
1835*{'date': 'December 20', 'text': 'The Texas Declaration of Independence is first signed at Goliad, Texas.', 'self': False, 'pos': 'DET'}
1835*{'date': 'December 21', 'text': 'The Raleigh and Gaston Railroad is chartered in Raleigh, North Carolina.', 'self': False, 'pos': 'DET'}
1835*{'date': 'December 29', 'text': 'The Treaty of New Echota is signed between the United States Government and members of the Cherokee Nation.', 'self': False, 'pos': 'DET'}
1835*{'text': "The British Geological Survey is founded as the world's first national geological survey.", 'self': False, 'pos': 'DET'}
1835*{'text': 'Civil war erupts in Uruguay between supporters of Blanco and Colorado parties.', 'self': False, 'pos': 'NP'}
1835*{'text': 'The Cachar Levy, forerunner of the Assam Rifles, is founded in India.', 'self': False, 'pos': 'DET'}
1835*{'text': 'The first Bulgarian-language school opens in the Ottoman Empire.', 'self': False, 'pos': 'DET'}
1835*{'text': 'The French word for their language changes to français, from françois.', 'self': False, 'pos': 'DET'}
1835*{'text': 'Fort Cass is established, the military headquarters and site of the largest internment camps during the 1838 Trail of Tears.', 'self': False, 'pos': 'NP'}
1835*{'text': 'Juan Manuel de Rosas becomes Caudillo of Argentina.', 'self': False, 'pos': 'NP'}
1838*{'date': 'January 10', 'text': "A fire destroys Lloyd's Coffee House and the Royal Exchange in London.", 'self': False, 'pos': 'DET'}
1838*{'date': 'April 4–April 22', 'text': 'The paddle steamer SS Sirius (1837) makes the Transatlantic Crossing to New York from Cork, Ireland, in eighteen days, though not using steam continuously.', 'self': False, 'pos': 'DET'}
1838*{'date': 'April 8–April 23', 'text': "Isambard Kingdom Brunel's paddle steamer SS Great Western (1838) makes the Transatlantic Crossing to New York from Avonmouth, England, in fifteen days, inaugurating a regular steamship service.", 'self': True, 'pos': 'NP'}
1838*{'date': 'April 30', 'text': "Nicaragua declares independence from the Central American Federation (see Nicaragua's early history).", 'self': False, 'pos': 'NP'}
1838*{'text': "The People's Charter is drawn up in the United Kingdom, demanding universal suffrage.", 'self': False, 'pos': 'DET'}
1838*{'text': 'Lord Durham and his entourage arrive in Upper Canada to investigate the cause of the 1837 rebellion in that province.', 'self': False, 'pos': 'NP'}
1838*{'text': 'An insurrection breaks out in Tizimín, beginning the campaign for the independence of Yucatan from Mexico.', 'self': False, 'pos': 'DET'}
1838*{'date': 'May 28', 'text': 'Braulio Carrillo is sworn in as Head of State of Costa Rica, thus beginning his second term in office.', 'self': False, 'pos': 'NP'}
1838*{'date': 'November 3', 'text': 'The Bombay Times and Journal of Commerce is founded (renamed The Times of India in 1861).', 'self': False, 'pos': 'DET'}
1838*{'date': 'November 5', 'text': "The Central American Civil War begins with Honduras' separation from the Central American Federation.", 'self': False, 'pos': 'DET'}
1838*{'date': 'December 16', 'text': 'The Boers win a decisive victory over the Zulus in the Battle of Blood River.', 'self': False, 'pos': 'DET'}
1838*{'text': 'Friedrich Bessel makes the first accurate measurement of distance to a star.', 'self': False, 'pos': 'NP'}
1838*{'text': 'Duke University is established in North Carolina.', 'self': False, 'pos': 'NP'}
1838*{'text': 'Chatsworth Head acquired by the 6th Duke of Devonshire at Smyrna from H.P.', 'self': False, 'pos': 'NP'}
1839*{'date': 'January 9', 'text': 'The French Academy of Sciences announces the Daguerreotype photography process.', 'self': False, 'pos': 'DET'}
1839*{'date': 'January 19', 'text': 'The British East India Company captures Aden.', 'self': False, 'pos': 'DET'}
1839*{'date': 'February 11', 'text': 'The University of Missouri is established, becoming the first public university west of the Mississippi River.', 'self': False, 'pos': 'DET'}
1839*{'date': 'February 24', 'text': 'William Otis receives a patent for the steam shovel.', 'self': False, 'pos': 'NP'}
1839*{'date': 'March 5', 'text': 'Longwood University is founded in Farmville, Virginia.', 'self': False, 'pos': 'NP'}
1839*{'date': 'March 7', 'text': 'Baltimore City College, the third public high school in the United States, is established in Baltimore, Maryland.', 'self': False, 'pos': 'NP'}
1839*{'date': 'March 23', 'text': 'The Boston Morning Post first records the use of "OK" (oll korrect).', 'self': False, 'pos': 'DET'}
1839*{'date': 'March 26', 'text': 'The first Henley Royal Regatta is held.', 'self': False, 'pos': 'DET'}
1839*{'date': 'April', 'text': 'Sultan Mahmud II of the Ottoman Empire dies.', 'self': False, 'pos': 'NP'}
1839*{'date': 'April 9', 'text': "The world's first commercial electric telegraph line comes into operation alongside the Great Western Railway line, from Paddington Station to West Drayton.", 'self': False, 'pos': 'DET'}
1839*{'date': 'April 19', 'text': 'The Treaty of London establishes Belgium as a kingdom.', 'self': False, 'pos': 'DET'}
1839*{'date': 'June 22', 'text': 'Louis Daguerre receives a patent for his camera (commercially available by September at the price of 400 francs).', 'self': False, 'pos': 'NP'}
1839*{'date': 'August 8', 'text': 'The Beta Theta Pi fraternity is founded in Oxford, Ohio.', 'self': False, 'pos': 'DET'}
